age,gender,qualification,employability_status,years_of_experience,location,field_of_study,skills,training_courses_completed,employment_rate,unemployment_rate
32,Non-binary,Matric,Employable,10,Rural,Agriculture,"Data Analysis, IoT Development, Mobile App Development",3,48.53333333333333,51.46666666666667
40,Non-binary,Matric,Unemployable,12,Rural,Psychology,"Cybersecurity, Mobile App Development, Time Management",5,48.53333333333333,51.46666666666667
24,Female,No Qualification,Unemployable,9,Urban,Education,"Time Management, Content Writing, Mobile App Development",10,48.53333333333333,51.46666666666667
33,Female,No Qualification,Unemployable,9,Urban,Agriculture,"Data Analysis, Blockchain, Cloud Computing",10,48.53333333333333,51.46666666666667
37,Female,No Qualification,Unemployable,1,Urban,Agriculture,"Graphic Design, IoT Development, SEO",0,48.53333333333333,51.46666666666667
35,Female,No Qualification,Unemployable,4,Urban,Marketing,"Financial Analysis, Blockchain, Machine Learning",2,48.53333333333333,51.46666666666667
44,Female,No Qualification,Unemployable,3,Urban,Environmental Science,"Content Writing, Financial Analysis, IoT Development",0,48.53333333333333,51.46666666666667
34,Non-binary,Diploma,Employable,8,Rural,Computer Science,"Mobile App Development, Content Writing, Financial Analysis",10,48.53333333333333,51.46666666666667
43,Non-binary,Diploma,Employable,13,Rural,Finance,"Machine Learning, Time Management, Data Analysis",3,48.53333333333333,51.46666666666667
18,Non-binary,Diploma,Employable,0,Rural,Architecture,"Graphic Design, Time Management, Content Writing",9,48.53333333333333,51.46666666666667
35,Non-binary,Diploma,Employable,11,Rural,Social Work,"Data Analysis, SEO, Mobile App Development",2,48.53333333333333,51.46666666666667
26,Non-binary,Diploma,Employable,8,Rural,Agriculture,"Cybersecurity, Human Resources, Cloud Computing",8,48.53333333333333,51.46666666666667
43,Male,Diploma,Unemployable,11,Urban,Agriculture,"Digital Marketing, Machine Learning, Financial Analysis",5,48.53333333333333,51.46666666666667
32,Male,Diploma,Unemployable,2,Urban,Finance,"Mobile App Development, Graphic Design, IoT Development",3,48.53333333333333,51.46666666666667
44,Male,Diploma,Unemployable,0,Urban,Humanities,"IoT Development, Blockchain, Cloud Computing",3,48.53333333333333,51.46666666666667
40,Male,Diploma,Unemployable,4,Urban,Computer Science,"Financial Analysis, Cybersecurity, Time Management",4,48.53333333333333,51.46666666666667
43,Male,Diploma,Unemployable,13,Urban,Agriculture,"Financial Analysis, Content Writing, Data Analysis",6,48.53333333333333,51.46666666666667
29,Non-binary,Degree,Unemployable,8,Rural,Computer Science,"Digital Marketing, Public Speaking, Graphic Design",6,48.53333333333333,51.46666666666667
24,Non-binary,Degree,Unemployable,1,Rural,Law,"Cloud Computing, Financial Analysis, Machine Learning",4,48.53333333333333,51.46666666666667
37,Non-binary,Degree,Unemployable,15,Rural,Computer Science,"Cloud Computing, Machine Learning, Cybersecurity",0,48.53333333333333,51.46666666666667
45,Non-binary,Degree,Unemployable,12,Rural,Architecture,"Graphic Design, Digital Marketing, Public Speaking",1,48.53333333333333,51.46666666666667
31,Non-binary,Degree,Unemployable,5,Rural,Education,"Mobile App Development, Human Resources, Financial Analysis",3,48.53333333333333,51.46666666666667
36,Female,Degree,Employable,13,Urban,Humanities,"Graphic Design, Time Management, IoT Development",10,48.53333333333333,51.46666666666667
45,Female,Degree,Employable,1,Urban,Computer Science,"Human Resources, Public Speaking, Time Management",7,48.53333333333333,51.46666666666667
42,Female,Degree,Employable,12,Urban,Architecture,"IoT Development, Machine Learning, Public Speaking",8,48.53333333333333,51.46666666666667
31,Female,Degree,Employable,6,Urban,Marketing,"Mobile App Development, SEO, Time Management",8,48.53333333333333,51.46666666666667
38,Female,Degree,Employable,7,Urban,Social Work,"Time Management, IoT Development, Content Writing",5,48.53333333333333,51.46666666666667
37,Male,Postgraduate,Employable,6,Urban,Marketing,"Public Speaking, Time Management, Human Resources",2,48.53333333333333,51.46666666666667
24,Male,Postgraduate,Employable,13,Urban,Finance,"Public Speaking, Human Resources, Graphic Design",7,48.53333333333333,51.46666666666667
38,Male,Postgraduate,Employable,7,Urban,Marketing,"Financial Analysis, Digital Marketing, Cybersecurity",8,48.53333333333333,51.46666666666667
22,Male,Postgraduate,Employable,10,Urban,Marketing,"Graphic Design, Human Resources, Data Analysis",7,48.53333333333333,51.46666666666667
31,Male,Postgraduate,Employable,2,Urban,Agriculture,"Data Analysis, SEO, IoT Development",6,48.53333333333333,51.46666666666667
40,Male,Diploma,Unemployable,1,Urban,Architecture,"Mobile App Development, Digital Marketing, Blockchain",10,48.53333333333333,51.46666666666667
32,Male,Diploma,Unemployable,14,Urban,Finance,"Financial Analysis, Digital Marketing, Data Analysis",5,48.53333333333333,51.46666666666667
44,Male,Diploma,Unemployable,5,Urban,Agriculture,"Financial Analysis, SEO, Time Management",1,48.53333333333333,51.46666666666667
30,Male,Diploma,Unemployable,2,Urban,Computer Science,"Public Speaking, Time Management, Digital Marketing",9,48.53333333333333,51.46666666666667
21,Male,Diploma,Unemployable,3,Urban,Architecture,"Data Analysis, Financial Analysis, Mobile App Development",6,48.53333333333333,51.46666666666667
44,Female,Diploma,Employable,4,Urban,Social Work,"Financial Analysis, Graphic Design, Machine Learning",9,48.53333333333333,51.46666666666667
34,Female,Diploma,Employable,8,Urban,Agriculture,"Content Writing, Data Analysis, Public Speaking",2,48.53333333333333,51.46666666666667
34,Female,Diploma,Employable,5,Urban,Computer Science,"Human Resources, Content Writing, IoT Development",3,48.53333333333333,51.46666666666667
25,Female,Diploma,Employable,8,Urban,Finance,"Financial Analysis, Data Analysis, Content Writing",7,48.53333333333333,51.46666666666667
38,Female,Diploma,Employable,7,Urban,Social Work,"Cloud Computing, IoT Development, Content Writing",7,48.53333333333333,51.46666666666667
28,Male,No Qualification,Unemployable,3,Rural,Education,"Financial Analysis, Digital Marketing, Graphic Design",4,48.53333333333333,51.46666666666667
20,Male,No Qualification,Unemployable,10,Rural,Agriculture,"Mobile App Development, Content Writing, Data Analysis",4,48.53333333333333,51.46666666666667
41,Male,No Qualification,Unemployable,15,Rural,Computer Science,"Machine Learning, Financial Analysis, Mobile App Development",0,48.53333333333333,51.46666666666667
35,Male,No Qualification,Unemployable,9,Rural,Environmental Science,"Financial Analysis, Machine Learning, IoT Development",7,48.53333333333333,51.46666666666667
23,Male,No Qualification,Unemployable,6,Rural,Humanities,"Human Resources, Data Analysis, Content Writing",3,48.53333333333333,51.46666666666667
26,Male,Matric,Employable,3,Rural,Marketing,"Time Management, Digital Marketing, Public Speaking",3,48.53333333333333,51.46666666666667
35,Male,Matric,Employable,12,Rural,Psychology,"Time Management, Cloud Computing, Content Writing",7,48.53333333333333,51.46666666666667
37,Male,Matric,Employable,12,Rural,Education,"Data Analysis, Blockchain, Machine Learning",1,48.53333333333333,51.46666666666667
37,Male,Matric,Employable,3,Rural,Environmental Science,"Time Management, IoT Development, Cybersecurity",7,48.53333333333333,51.46666666666667
26,Male,Matric,Employable,6,Rural,Social Work,"Public Speaking, SEO, Financial Analysis",0,48.53333333333333,51.46666666666667
34,Female,Postgraduate,Unemployable,8,Rural,Psychology,"Cybersecurity, Cloud Computing, Data Analysis",1,48.53333333333333,51.46666666666667
22,Female,Postgraduate,Unemployable,12,Rural,Education,"Mobile App Development, Public Speaking, Graphic Design",1,48.53333333333333,51.46666666666667
29,Female,Postgraduate,Unemployable,10,Rural,Psychology,"IoT Development, Digital Marketing, Public Speaking",10,48.53333333333333,51.46666666666667
32,Female,Postgraduate,Unemployable,14,Rural,Finance,"SEO, Digital Marketing, Mobile App Development",6,48.53333333333333,51.46666666666667
34,Female,Postgraduate,Unemployable,2,Rural,Social Work,"Content Writing, Graphic Design, Data Analysis",6,48.53333333333333,51.46666666666667
36,Female,No Qualification,Employable,15,Urban,Law,"SEO, Graphic Design, Public Speaking",7,48.53333333333333,51.46666666666667
31,Female,No Qualification,Employable,6,Urban,Agriculture,"Machine Learning, IoT Development, Mobile App Development",3,48.53333333333333,51.46666666666667
32,Female,No Qualification,Employable,13,Urban,Computer Science,"Content Writing, Blockchain, Mobile App Development",10,48.53333333333333,51.46666666666667
32,Female,No Qualification,Employable,2,Urban,Environmental Science,"Human Resources, SEO, IoT Development",0,48.53333333333333,51.46666666666667
20,Female,No Qualification,Employable,14,Urban,Agriculture,"Data Analysis, Time Management, Cybersecurity",7,48.53333333333333,51.46666666666667
39,Female,No Qualification,Unemployable,3,Urban,Architecture,"Public Speaking, Mobile App Development, Digital Marketing",7,48.53333333333333,51.46666666666667
30,Female,No Qualification,Unemployable,3,Urban,Marketing,"Content Writing, Human Resources, Cybersecurity",2,48.53333333333333,51.46666666666667
19,Female,No Qualification,Unemployable,10,Urban,Agriculture,"Cloud Computing, Public Speaking, Cybersecurity",0,48.53333333333333,51.46666666666667
22,Female,No Qualification,Unemployable,8,Urban,Marketing,"Time Management, Blockchain, Content Writing",7,48.53333333333333,51.46666666666667
38,Female,No Qualification,Unemployable,5,Urban,Social Work,"Graphic Design, Cloud Computing, IoT Development",8,48.53333333333333,51.46666666666667
26,Non-binary,No Qualification,Employable,1,Rural,Computer Science,"Machine Learning, Blockchain, Public Speaking",6,48.53333333333333,51.46666666666667
30,Non-binary,No Qualification,Employable,5,Rural,Agriculture,"Financial Analysis, Blockchain, SEO",10,48.53333333333333,51.46666666666667
43,Non-binary,No Qualification,Employable,10,Rural,Psychology,"Human Resources, Digital Marketing, Content Writing",2,48.53333333333333,51.46666666666667
33,Non-binary,No Qualification,Employable,14,Rural,Agriculture,"Cloud Computing, Human Resources, Mobile App Development",0,48.53333333333333,51.46666666666667
26,Non-binary,No Qualification,Employable,4,Rural,Humanities,"Time Management, Cloud Computing, Human Resources",3,48.53333333333333,51.46666666666667
29,Non-binary,Postgraduate,Unemployable,0,Rural,Finance,"Graphic Design, Data Analysis, IoT Development",2,48.53333333333333,51.46666666666667
24,Non-binary,Postgraduate,Unemployable,1,Rural,Law,"Cloud Computing, Time Management, Human Resources",10,48.53333333333333,51.46666666666667
31,Non-binary,Postgraduate,Unemployable,8,Rural,Social Work,"Machine Learning, IoT Development, Content Writing",6,48.53333333333333,51.46666666666667
44,Non-binary,Postgraduate,Unemployable,0,Rural,Social Work,"Digital Marketing, Financial Analysis, Blockchain",0,48.53333333333333,51.46666666666667
41,Non-binary,Postgraduate,Unemployable,3,Rural,Finance,"Graphic Design, Digital Marketing, Cybersecurity",4,48.53333333333333,51.46666666666667
18,Non-binary,Matric,Unemployable,9,Rural,Agriculture,"Data Analysis, Machine Learning, IoT Development",4,48.53333333333333,51.46666666666667
33,Non-binary,Matric,Unemployable,10,Rural,Computer Science,"Time Management, Data Analysis, Content Writing",1,48.53333333333333,51.46666666666667
31,Non-binary,Matric,Unemployable,14,Rural,Education,"Machine Learning, Graphic Design, Time Management",10,48.53333333333333,51.46666666666667
33,Non-binary,Matric,Unemployable,4,Rural,Agriculture,"Data Analysis, Financial Analysis, IoT Development",2,48.53333333333333,51.46666666666667
20,Non-binary,Matric,Unemployable,14,Rural,Psychology,"IoT Development, Human Resources, Mobile App Development",0,48.53333333333333,51.46666666666667
25,Non-binary,No Qualification,Employable,7,Rural,Agriculture,"Cloud Computing, Digital Marketing, Graphic Design",10,48.53333333333333,51.46666666666667
21,Non-binary,No Qualification,Employable,3,Rural,Humanities,"Digital Marketing, Time Management, Content Writing",2,48.53333333333333,51.46666666666667
25,Non-binary,No Qualification,Employable,13,Rural,Psychology,"Graphic Design, Time Management, Content Writing",8,48.53333333333333,51.46666666666667
34,Non-binary,No Qualification,Employable,5,Rural,Finance,"Machine Learning, IoT Development, Blockchain",3,48.53333333333333,51.46666666666667
21,Non-binary,No Qualification,Employable,12,Rural,Finance,"Human Resources, Cybersecurity, Machine Learning",2,48.53333333333333,51.46666666666667
22,Non-binary,Degree,Unemployable,12,Urban,Humanities,"Data Analysis, Human Resources, Blockchain",3,48.53333333333333,51.46666666666667
43,Non-binary,Degree,Unemployable,11,Urban,Law,"Digital Marketing, Machine Learning, Time Management",5,48.53333333333333,51.46666666666667
33,Non-binary,Degree,Unemployable,13,Urban,Humanities,"SEO, Cybersecurity, Human Resources",2,48.53333333333333,51.46666666666667
30,Non-binary,Degree,Unemployable,2,Urban,Computer Science,"Machine Learning, Time Management, Digital Marketing",3,48.53333333333333,51.46666666666667
28,Non-binary,Degree,Unemployable,9,Urban,Marketing,"Blockchain, Content Writing, Cloud Computing",1,48.53333333333333,51.46666666666667
23,Non-binary,Degree,Employable,12,Rural,Environmental Science,"Mobile App Development, Time Management, Data Analysis",5,48.53333333333333,51.46666666666667
37,Non-binary,Degree,Employable,4,Rural,Environmental Science,"Time Management, Machine Learning, Mobile App Development",0,48.53333333333333,51.46666666666667
44,Non-binary,Degree,Employable,0,Rural,Architecture,"Financial Analysis, Content Writing, Blockchain",0,48.53333333333333,51.46666666666667
24,Non-binary,Degree,Employable,1,Rural,Environmental Science,"Graphic Design, Machine Learning, Human Resources",4,48.53333333333333,51.46666666666667
23,Non-binary,Degree,Employable,3,Rural,Computer Science,"IoT Development, Digital Marketing, Blockchain",9,48.53333333333333,51.46666666666667
37,Male,Postgraduate,Employable,2,Rural,Education,"Graphic Design, Financial Analysis, Cloud Computing",7,48.53333333333333,51.46666666666667
29,Male,Postgraduate,Employable,8,Rural,Agriculture,"Time Management, Blockchain, Cybersecurity",7,48.53333333333333,51.46666666666667
40,Male,Postgraduate,Employable,13,Rural,Agriculture,"Content Writing, Cybersecurity, Digital Marketing",3,48.53333333333333,51.46666666666667
29,Male,Postgraduate,Employable,5,Rural,Humanities,"Graphic Design, Cloud Computing, Mobile App Development",5,48.53333333333333,51.46666666666667
34,Male,Postgraduate,Employable,6,Rural,Social Work,"IoT Development, Cloud Computing, Data Analysis",6,48.53333333333333,51.46666666666667
21,Non-binary,Postgraduate,Employable,13,Rural,Computer Science,"IoT Development, Mobile App Development, Cloud Computing",10,48.53333333333333,51.46666666666667
36,Non-binary,Postgraduate,Employable,2,Rural,Law,"IoT Development, Graphic Design, Time Management",2,48.53333333333333,51.46666666666667
22,Non-binary,Postgraduate,Employable,8,Rural,Social Work,"Time Management, SEO, Financial Analysis",1,48.53333333333333,51.46666666666667
24,Non-binary,Postgraduate,Employable,15,Rural,Law,"Mobile App Development, Blockchain, Cybersecurity",6,48.53333333333333,51.46666666666667
